Account_Key,Billing_Num,Book_key,Book_Cycle,Billing_Cycle,Balance,BAR,Total_Due,TDtoBRatio,Instalment,Opening_Balance,Opening_Arrears,Opening_Total_Due,Opening_acc_status,Opening_acc_age,Current_Due,Xdays_Due,Due_30days,Due_60days,Due_90days,Due_120days,Due_150days,Due_180days,Due_210days,Current_per,Xdays_per,30days_per,60days_per,90days_per,120days_per,150days_per,180days_per,210days_per,Deliquency,DC,TDtoBal,ARtoBal,Recency,Account_Age,Case_Age,Original_Band,Current_Band,Existing_Account,PropensistyToRol,BehaviourRiskScore,PaymentProjectionScore,Digigroup,Contact_Score,Credit_Risk,Missing,PContacts,PRPCs,PSMSs,PEmails,PLetters,PDOs,PPTPs,PAttempts,Previous_Account,Previous_Total_Due,Previous_Payment,Previous_Payment_Amount,Previous_Payment_Perc,Previous_Cure,Current_Payment,Current_Payment_Amount,Current_Cure,Age,Gender,LSM,Income_Band,Home_Ownership_Status,Director_Status,ped_id_number,Person1_Score,Person1_MaritalStatus,Person1_MarriageDate,Person1_Gender,Deceased1_IsDeceased,Deceased1_DateOfDeath,Deceased1_PlaceOfDeath,Address1_Score,Address1_ComplexNumber,CreditScore1_CreditScore,CreditScore1_CreditScoreCategory,StrikeDates1_StrikeDate1,StrikeDates1_StrikeDate2,StrikeDates1_StrikeDate3,Judgements1_PersonName,Judgements1_Plaintiff,Judgements1_Attorneys,Judgements1_JudgmentAmount,Income1_Income,Income1_Confidence,EagleEye1_HasDefault,EagleEye1_HasJudgment,EagleEye1_IsDirector,EagleEye1_UnderDebtReview,EagleEye1_OwnsProperty,EagleEye1_LastEmploymentUpdate,EagleEye1_HasPPAccounts,EagleEye1_HasPPAdverse,CellNumber1_Score,CellNumber1_TelNumber,CellNumber1_TelType,CellNumber1_LatestDate,CellNumber2_Score,CellNumber2_TelNumber,CellNumber2_TelType,CellNumber2_LatestDate,CellNumber3_Score,CellNumber3_TelNumber,CellNumber3_TelType,CellNumber3_LatestDate,WorkNumber1_Score,WorkNumber1_TelNumber,WorkNumber1_TelType,WorkNumber1_LatestDate,WorkNumber2_Score,WorkNumber2_TelNumber,WorkNumber2_TelType,WorkNumber2_LatestDate,WorkNumber3_Score,WorkNumber3_TelNumber,WorkNumber3_TelType,WorkNumber3_LatestDate,HomeNumber1_Score,HomeNumber1_TelNumber,HomeNumber1_TelType,HomeNumber1_LatestDate,HomeNumber2_Score,HomeNumber2_TelNumber,HomeNumber2_TelType,HomeNumber2_LatestDate,HomeNumber3_Score,HomeNumber3_TelNumber,HomeNumber3_TelType,HomeNumber3_LatestDate,Employer1_OriginalEmployerName,Employer1_Occupation,Employer1_LatestDate,Employer1_EmployerTelephone,Employer2_OriginalEmployerName,Employer2_Occupation,Employer2_LatestDate,Employer2_EmployerTelephone
1104956269,4,6648,Dec 2025,2,52698.05,0.6823,35957.58,0.6823,1722.83,53456.46,36809.16,37451.21,0,11,35957.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.6823,0.6823,18,70,2128,2,5,1,0.7457,849.05,0.4921,3,-1.0,2.0,0,6,5,1,0,2,1,2,15,1,39389.17,0,0.0,0.0,0,0,0.0,0,55.0,,5,2,0,0,2956737037674,100.0,Widowed,Unknown,Female,False,,,71.5,,810.0,Normal,28.0,23.0,18.0,,,,0,5410.0,Low,False,False,False,True,True,2020-05-06,False,True,72.1,0794736160,Home,,,,,,73.7,0728517229,,2024-02-18,,,Cell,2024-09-15,,0845271359,Cell,,69.7,0788344971,Cell,,70.9,,Home,2020-07-11,,0734936324,Work,2024-07-31,,0836981859,Work,2025-06-09,Shoprite,,2017-10-11,0810220128,Self Employed,Director,,
1106014286,3,6634,Oct 2025,3,68271.73,0.5385,36761.23,0.5385,2696.57,69480.17,35893.51,38493.41,0,5,36761.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.5385,0.5385,12,84,2534,5,3,1,0.6336,458.32,0.1921,7,38.0,5.0,0,4,1,3,1,2,2,1,26,1,33698.45,0,0.0,0.0,0,0,0.0,0,75.0,1.0,9,8,0,0,8395119079228,,Single,Unknown,,,,,92.9,153.0,680.0,Normal,29.0,0.0,19.0,,,,0,11764.0,Low,False,False,False,False,False,2018-08-02,True,False,58.5,0731208109,,,92.7,0827266695,Cell,2020-03-29,91.0,0716506194,,2021-11-07,,0782564340,Home,2020-05-27,92.9,,Home,2025-12-18,58.8,0713998342,,2022-06-08,56.8,0724810685,,2022-02-26,81.8,0781031193,,2025-09-22,50.6,0797265436,,,Metro Municipality,Manager,2024-11-04,0797554317,Standard Bank,Driver,,
1104951802,1,6635,Nov 2025,1,61945.45,0.9446,58515.16,0.9446,1727.78,64790.13,60525.38,58689.72,0,9,58515.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.9446,0.9446,9999,0,3,3,1,0,0.8907,503.74,0.4255,1,9.0,5.0,1,0,0,0,0,2,1,2,0,0,0.0,0,0.0,0.0,0,0,0.0,0,32.0,1.0,99,99,1,99,0511546993262,100.0,Divorced,,Female,False,,,,25.0,,,3.0,7.0,3.0,,,,0,4498.0,Low,True,False,True,False,False,2020-11-08,True,False,97.4,0832358382,,,77.5,0727921553,Home,2022-09-14,,0744975138,Cell,,65.1,,Cell,2021-04-30,73.2,0841732582,,,,0730108838,Cell,,52.1,0762496968,,2021-10-06,,0741765698,,,,,Work,,,Teacher,,0823434280,Self Employed,Clerk,2025-07-22,
1104955316,4,6634,Oct 2025,4,539.05,0.3802,204.95,0.3802,11.18,528.15,201.61,197.97,0,5,33.66,57.45,7.26,59.7,46.88,0.0,0.0,0.0,0.0,0.1642,0.2803,0.0354,0.2913,0.2287,0.0,0.0,0.0,0.0,5,5,0.3802,0.3802,26,101,3040,1,5,1,0.3264,861.03,,4,0.0,0.0,1,1,0,2,1,2,1,0,7,-1,203.38,0,0.0,0.0,0,0,0.0,0,23.0,2.0,99,99,99,1,,100.0,Divorced,Unknown,Female,False,,,79.9,,500.0,Normal,6.0,21.0,12.0,,,,0,1408.0,Low,False,False,False,False,True,2021-06-15,False,True,98.7,0732083576,,2023-03-31,59.9,0814282691,Cell,,93.5,0815517710,Cell,,,,Home,2020-02-24,54.3,0842183634,Cell,2021-05-18,58.2,,Home,2024-09-03,,0713483500,,,66.6,,Cell,,,,Home,,,Teacher,2023-12-19,,XYZ Ltd,Consultant,2020-04-25,
1105127714,3,664,Oct 2025,4,22928.37,0.7163,16424.53,0.7163,1356.16,23699.35,16733.96,15680.9,0,8,2775.2,2158.38,4270.39,2013.68,2153.2,3053.68,0.0,0.0,0.0,0.169,0.1314,0.26,0.1226,0.1311,0.1859,0.0,0.0,0.0,6,6,0.7163,0.7163,40,107,3210,1,2,1,0.4055,353.15,0.6079,7,20.0,3.0,0,5,1,0,0,0,1,2,28,1,17703.83,0,0.0,0.0,0,0,0.0,0,53.0,1.0,5,99,99,0,,100.0,Single,None,Male,False,,,91.6,305.0,300.0,ThinFile,15.0,3.0,13.0,,,,0,4765.0,Low,False,False,False,False,True,2021-01-02,False,True,94.4,,Cell,,,,Cell,2025-10-04,83.4,,,,55.9,0812105732,Work,,,0816074270,Home,2024-06-08,,,Work,2024-12-25,,,,2022-11-24,73.7,0845853206,Cell,2023-12-25,91.0,0846322382,Cell,2024-09-10,,Supervisor,2023-09-03,0832168705,FNB,Technician,,
1104956261,2,6634,Nov 2025,4,56047.46,0.4497,25203.55,0.4497,2697.73,56247.83,25876.39,25108.36,0,12,15677.32,8043.27,1482.96,0.0,0.0,0.0,0.0,0.0,0.0,0.622,0.3191,0.0588,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0.4497,0.4497,3,36,1084,1,3,1,0.0759,687.5,,8,18.0,8.0,1,9,9,2,2,0,0,1,12,1,23598.74,1,14493.78,0.6142,0,1,24905.03,0,42.0,1.0,7,99,1,99,1379028172134,100.0,Widowed,None,Male,False,,,42.7,,470.0,Normal,15.0,,27.0,,,,0,7527.0,Low,False,False,False,False,True,2019-12-26,False,False,65.2,0769104503,,,,0737603009,,2022-04-24,76.4,0820542859,Work,2020-11-23,,0789553815,Work,,60.5,,Cell,2025-08-29,58.9,,Cell,2020-02-26,54.5,,,,,0826919360,,2023-10-25,71.2,0718432687,Cell,2025-10-18,,Consultant,2016-12-24,0836717432,Self Employed,Analyst,2019-06-11,0717657346
1105071684,2,664,Dec 2025,1,2667.39,0.4505,1201.64,0.4505,94.34,2544.44,1163.15,1203.98,0,6,231.86,969.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.193,0.807,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0.4505,0.4505,7,36,1101,4,1,1,0.9761,828.13,0.4936,8,30.0,1.0,0,0,0,5,0,2,1,2,26,-1,1193.16,1,658.57,0.552,0,0,0.0,0,24.0,2.0,99,4,0,0,0314188674748,100.0,Married,,Female,False,,,61.5,,840.0,Normal,,29.0,27.0,,,,0,6745.0,Medium,True,False,False,False,True,2019-03-08,False,False,,,Home,2020-07-30,52.0,,,2022-09-07,93.0,,Work,,,,Cell,2023-12-26,,0817243825,Cell,2024-08-01,75.3,0733013946,Cell,,,0723453802,Home,2021-11-02,55.5,0767466818,,,54.0,,Home,,Standard Bank,Technician,2016-05-29,0783331004,,Supervisor,2016-12-07,
1105126189,4,6635,Jan 2026,2,24408.6,0.8205,20028.34,0.8205,1280.99,25208.07,20349.98,19123.03,0,4,265.45,6335.95,4029.82,1384.19,8012.93,0.0,0.0,0.0,0.0,0.0133,0.3163,0.2012,0.0691,0.4001,0.0,0.0,0.0,0.0,5,5,0.8205,0.8205,27,88,2654,5,2,-1,0.3787,136.79,0.6238,7,,9.0,0,4,0,0,0,0,2,0,3,-1,18810.62,1,10442.07,0.5551,0,0,0.0,0,33.0,1.0,9,5,99,1,,100.0,,None,Female,False,,,93.6,,710.0,Normal,25.0,19.0,4.0,,,,0,4335.0,Low,,,,,,,,,72.2,,,,62.9,0762479825,Cell,2020-06-06,97.5,0846956934,Home,2023-09-23,,0741618900,Work,,59.5,,Work,2021-05-21,90.7,0827062025,Work,,,,,,,0728585992,Cell,2020-04-25,69.8,0819176841,,2023-09-01,Self Employed,,2018-11-11,0825086870,Standard Bank,,2020-02-20,
1105232535,1,6638,Nov 2025,3,2152.5,0.7468,1607.41,0.7468,121.5,2076.0,1575.9,1595.27,0,10,164.39999999999998,377.14,314.85,227.74,359.05,164.23,0.0,0.0,0.0,0.1023,0.2346,0.1959,0.1417,0.2234,0.1022,0.0,0.0,0.0,6,6,0.7468,0.7468,26,55,1669,5,1,1,0.9864,503.19,0.4003,5,13.0,6.0,1,4,0,2,2,1,0,1,17,1,1544.71,0,0.0,0.0,0,0,0.0,0,22.0,1.0,8,99,1,0,,100.0,Single,Unknown,Male,False,,,54.8,239.0,450.0,Normal,30.0,15.0,14.0,,,,0,,,,,,,,,,,69.5,,,2024-04-27,72.4,,,,84.3,,Cell,2022-08-07,,0835177664,Work,,66.6,0798221466,,2023-07-08,,0731173358,Work,2024-05-02,66.6,,Work,,,0716884051,Work,2020-01-25,,0729277994,,2020-11-25,,,2015-09-17,0784623488,Standard Bank,,2016-02-18,
1106015103,2,6637,Jan 2026,2,32261.18,0.9272,29911.56,0.9272,1065.96,33243.29,28735.09,29128.5,0,1,29911.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.9272,0.9272,9999,0,22,3,2,0,,320.48,0.7721,10,4.0,4.0,1,0,0,0,1,2,0,3,0,0,0.0,0,0.0,0.0,0,0,0.0,0,32.0,,9,7,0,1,,,Divorced,,Female,False,,,40.3,,680.0,Normal,,15.0,,,,,0,,,True,False,False,False,False,,True,False,85.6,,Home,,,0783998056,,2025-08-07,,,,,,,Home,2021-10-03,52.2,0733948447,Work,2021-10-27,54.4,0715899715,,,95.8,0844109963,Home,2024-10-14,,0744041465,Home,2023-09-12,86.8,,,,Standard Bank,Director,2017-06-14,0828307626,Standard Bank,Teacher,,0819468991
1106014145,4,6635,Oct 2025,2,1135.41,0.7708,875.23,0.7708,32.25,1092.89,834.14,857.98,0,5,875.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.7708,0.7708,4,35,1061,2,3,1,0.2743,184.99,0.9624,10,16.0,6.0,0,4,1,1,1,1,1,1,21,1,834.2,1,747.75,0.8964,0,0,0.0,0,36.0,2.0,3,3,2,99,6721745354787,100.0,Divorced,,,False,,,53.2,,770.0,Normal,3.0,21.0,23.0,,,,0,12439.0,Medium,False,False,False,False,False,2021-09-29,True,True,51.4,0732709751,Home,2023-04-13,91.8,,Home,,,,Cell,,,0825950738,,2020-09-09,72.1,0728459076,,2020-02-24,57.8,0821207721,Home,2025-01-15,,,,2023-07-16,86.3,0730200142,Home,2025-05-18,59.2,,Work,2023-08-12,Eskom,Supervisor,,,,Nurse,,
1104958272,4,6635,Oct 2025,3,20458.77,0.395,8081.95,0.395,428.52,20972.28,7900.59,8248.53,0,2,1326.38,5120.68,1634.89,0.0,0.0,0.0,0.0,0.0,0.0,0.1641,0.6336,0.2023,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0.395,0.395,3,50,1504,4,3,1,0.7132,559.64,0.3085,8,,10.0,0,3,2,5,1,2,0,2,9,-1,8472.41,0,0.0,0.0,0,0,0.0,0,64.0,1.0,99,99,0,99,1009599626063,100.0,,2014-04-23,Male,False,,,71.0,,360.0,ThinFile,4.0,4.0,18.0,,,,0,919.0,Low,,,,,,,,,52.3,0828977059,,,50.4,0786997757,Home,,91.8,,Home,2020-11-21,,0796242705,Home,,,,Home,2023-04-28,,0760321911,,2023-06-15,82.8,,Cell,,,,Work,,73.4,0766515619,,2021-01-25,,Driver,2023-04-04,,Sasol,,2016-04-05,
1104953703,1,6636,Nov 2025,1,63820.71,0.6592,42072.58,0.6592,1756.63,60636.48,40051.69,41900.75,0,3,3089.87,28423.75,10558.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0734,0.6756,0.251,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0.6592,0.6592,41,70,2129,3,5,1,0.0565,1.23,0.197,10,10.0,2.0,1,1,0,4,1,0,1,2,5,-1,39495.73,0,0.0,0.0,0,0,0.0,0,40.0,1.0,4,2,99,99,6333509595942,100.0,Married,None,Male,False,,,74.4,56.0,730.0,Normal,14.0,,4.0,,,,0,3489.0,Low,False,False,False,False,False,2021-10-05,True,True,54.2,0734990887,Work,2025-07-08,77.0,0737306012,Work,2022-08-02,,,Home,,95.2,0848937600,Work,,74.2,0817190516,Work,,,0828619103,,,97.9,0734847596,Home,2024-10-25,80.4,0720252587,,,74.7,,Cell,2020-08-10,Eskom,Consultant,,,Standard Bank,Driver,2015-08-23,
1105236698,3,6636,Oct 2025,2,51021.44,0.4255,21709.82,0.4255,2638.52,50052.43,21287.17,20801.54,0,9,21709.82,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.4255,0.4255,9999,0,10,5,4,0,0.1145,831.47,0.7892,8,27.0,7.0,0,0,0,0,2,0,0,3,0,0,0.0,0,0.0,0.0,0,0,0.0,0,29.0,1.0,99,99,2,0,,,Divorced,Unknown,Male,False,,,82.7,,710.0,Normal,,24.0,0.0,,,,0,2513.0,Low,False,False,False,True,True,,True,False,56.3,,,,58.7,,Work,2021-09-13,70.2,0795928083,Work,,73.6,0787894426,Home,2022-04-07,95.6,,,2024-07-30,61.3,0731543849,Home,2021-03-04,78.1,0729494770,,,55.2,,Home,2024-09-27,,0788871267,Work,,Standard Bank,Technician,,0837985456,,,,
1105129232,3,6638,Oct 2025,3,20358.25,0.9508,19355.71,0.9508,720.84,21220.49,19222.51,18414.65,0,7,8065.26,2119.85,2637.01,6533.59,0.0,0.0,0.0,0.0,0.0,0.4167,0.1095,0.1362,0.3376,0.0,0.0,0.0,0.0,0.0,4,4,0.9508,0.9508,31,49,1486,3,5,-1,0.2504,137.97,0.3285,3,35.0,4.0,1,5,2,3,1,0,2,3,21,-1,18261.07,1,13159.96,0.7207,0,0,0.0,0,,2.0,1,6,1,99,9787841830207,,Single,2010-03-19,Male,False,,,59.1,,840.0,Normal,5.0,2.0,8.0,,,,0,25884.0,Medium,False,False,False,False,True,2024-09-28,False,True,99.2,0821491420,,2025-09-02,82.2,,Work,2025-07-07,,0729088842,,2021-12-01,68.9,0766298906,Home,2023-01-13,52.7,0787771006,Home,,,0837421136,,,76.5,,Home,,,,Cell,2022-09-06,79.2,0780295133,Cell,2021-11-12,,,2023-11-30,0734780380,,Nurse,2022-03-28,0714101635
1105071172,3,6647,Oct 2025,1,62419.38,0.7159,44686.43,0.7159,2909.9,63480.63,44192.7,45122.15,0,12,44686.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.7159,0.7159,16,44,1328,3,3,1,0.1737,437.28,0.7666,4,98.0,1.0,1,9,3,1,0,1,0,2,18,1,40923.61,0,0.0,0.0,0,1,23129.21,0,50.0,2.0,2,3,0,99,5018422013620,100.0,,None,Female,False,,,57.8,,350.0,ThinFile,25.0,18.0,7.0,,,,0,3783.0,Low,False,False,False,False,False,,True,False,82.9,,Home,2020-10-27,73.3,,Cell,,88.2,,Home,,,,Cell,2025-09-18,,0820512571,Cell,2020-10-28,81.6,0829304609,Cell,,85.4,,Cell,,96.2,0846364866,,2024-08-04,92.6,,,2020-12-17,XYZ Ltd,Nurse,2017-10-23,,ABC Corp,Engineer,2025-05-29,
1106015992,1,6648,Oct 2025,2,10450.62,0.904,9447.55,0.904,347.44,10969.67,9390.07,9541.99,0,9,2513.31,687.15,6247.09,0.0,0.0,0.0,0.0,0.0,0.0,0.266,0.0727,0.6612,0.0,0.0,0.0,0.0,0.0,0.0,3,3,0.904,0.904,9,90,2715,2,2,1,,479.56,0.8305,9,,2.0,1,4,2,3,2,2,1,3,30,1,9782.21,0,0.0,0.0,0,1,6057.85,0,62.0,1.0,3,99,1,99,2460700743343,100.0,Single,1991-08-03,Female,False,,,80.5,,600.0,Normal,,13.0,,,,,0,5123.0,Medium,False,False,False,False,False,2019-01-21,True,False,,0788806423,Cell,,94.4,0738755393,Work,2021-08-23,,0769365074,Work,2025-09-30,80.1,0781054016,,2021-01-09,,0782822328,,2024-08-09,53.9,0719354571,,,,0735762364,Home,2024-07-26,61.3,0726173909,Work,2023-10-19,50.2,,,2024-08-14,Sasol,,,,Shoprite,Manager,,0810329240
1105077886,2,6648,Jan 2026,2,38801.0,0.5089,19746.97,0.5089,849.63,39734.85,18854.54,19112.07,0,10,19746.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.5089,0.5089,27,39,1196,1,4,1,0.99,456.0,0.8653,5,68.0,1.0,0,7,4,4,2,1,2,3,23,1,18217.65,0,0.0,0.0,0,0,0.0,0,67.0,2.0,5,1,0,1,3223421892638,100.0,Married,None,Female,,,,60.4,,660.0,Normal,,3.0,24.0,,,,0,3068.0,Low,False,True,False,False,True,,True,False,,,Home,,93.4,,Cell,2025-12-31,58.9,,Work,,85.4,,Home,2020-02-29,81.3,0748472375,Work,,94.4,,Home,2020-09-10,,0810607325,Cell,,81.3,0842661510,,,,,,2022-05-15,XYZ Ltd,,,,Standard Bank,Nurse,,0821602007
1106012841,1,6636,Dec 2025,2,24289.76,0.855,20768.0,0.855,1186.66,23408.76,20924.91,20293.5,0,6,703.4,5094.78,4916.13,4699.72,2147.57,3206.4,0.0,0.0,0.0,0.0339,0.2453,0.2367,0.2263,0.1034,0.1544,0.0,0.0,0.0,6,6,0.855,0.855,14,57,1716,5,4,1,0.4355,120.99,0.5642,3,76.0,9.0,0,4,0,0,0,1,0,2,21,1,21238.97,0,0.0,0.0,0,0,0.0,0,19.0,2.0,99,5,2,1,1449659168742,,Divorced,Unknown,,False,,,88.2,366.0,490.0,Normal,2.0,21.0,,,,,0,6484.0,Medium,,,,,,,,,,,,,64.7,0736041170,Cell,2020-01-16,,,Home,,66.9,,,2025-10-26,,,,2024-08-28,99.2,,Cell,2022-07-04,88.8,,Cell,2022-07-27,58.2,0788260974,Home,2022-06-30,76.8,,Work,2020-04-22,Old Mutual,,,0817050211,,Supervisor,2016-06-24,
1104953609,1,6637,Jan 2026,1,79696.44,0.4267,34004.69,0.4267,4296.55,83637.33,35013.59,32547.5,0,4,34004.69,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.4267,0.4267,9999,0,21,5,1,0,0.9355,514.0,0.8284,8,,-1.0,0,0,0,0,2,2,0,1,0,0,0.0,0,0.0,0.0,0,0,0.0,0,66.0,2.0,3,99,99,99,9136046367600,,Widowed,Unknown,Male,False,,,69.4,795.0,690.0,Normal,28.0,23.0,22.0,,,,0,915.0,Low,True,False,False,False,False,2023-11-05,False,False,,0768254891,,2022-06-02,78.9,0720778994,Cell,2022-09-02,,,Cell,2024-06-14,,,,2021-07-06,,0741148735,Home,2020-07-10,61.4,0722588874,,2020-06-10,,0792212063,,,88.5,0747315395,,2024-02-23,,,Work,,Shoprite,,,,Metro Municipality,Supervisor,,
1106017896,3,6647,Dec 2025,2,15532.97,0.6235,9684.58,0.6235,392.4,16306.6,9829.51,9637.39,0,10,9684.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.6235,0.6235,9999,0,1,5,4,0,0.5501,607.46,0.4807,7,35.0,9.0,1,0,0,0,1,0,1,2,0,0,0.0,0,0.0,0.0,0,0,0.0,0,60.0,2.0,5,3,0,99,,,Widowed,None,Female,False,,,57.1,,560.0,Normal,4.0,10.0,13.0,,,,0,51544.0,Moderate,False,False,False,False,False,2021-01-21,True,True,86.7,0787325919,Work,,95.0,,Home,2023-05-12,79.2,0815654987,Cell,2023-01-12,54.9,,,2022-10-19,66.8,0840951428,,2022-04-20,93.3,,Cell,,97.6,0763071983,Cell,2022-07-22,,0733823846,Home,2020-09-10,90.5,,,,ABC Corp,Director,2025-06-15,0789401605,Woolworths,Supervisor,2018-05-09,0840032958
1104954030,1,6635,Jan 2026,2,26501.8,0.8251,21867.9,0.8251,1490.0,26883.33,21379.06,21714.39,0,10,14332.76,7535.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6554,0.3446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2,0.8251,0.8251,7,115,3464,2,1,1,0.1736,328.9,0.4654,9,49.0,6.0,0,2,0,1,2,1,2,1,17,-1,21633.46,1,19277.3,0.8911,0,1,18660.17,0,68.0,,10,3,2,0,5746526475857,,Divorced,2014-05-08,Male,False,,,65.0,,350.0,ThinFile,16.0,10.0,4.0,,,,0,2319.0,Low,False,False,False,False,False,2021-06-07,True,False,83.8,0813534742,,,85.7,,,,53.3,,Work,2024-08-13,,,,2023-09-04,99.6,0711596599,Home,2023-03-18,89.3,0789185152,,2024-08-15,97.1,0841533077,Home,2023-01-22,52.6,,Work,2020-10-01,92.6,0738167331,Work,2022-08-06,Self Employed,Director,2015-02-09,0834879610,Standard Bank,,2021-09-09,0835693264
1106015745,3,6648,Nov 2025,3,8327.16,0.392,3264.06,0.392,485.05,8624.85,3107.49,3423.1,0,11,1006.18,460.48,836.41,19.73,55.29,885.97,0.0,0.0,0.0,0.3083,0.1411,0.2562,0.006,0.0169,0.2714,0.0,0.0,0.0,6,6,0.392,0.392,36,28,840,3,5,1,0.4452,885.17,0.3185,7,11.0,1.0,1,0,0,3,0,0,0,3,20,-1,3056.0,0,0.0,0.0,0,1,3153.37,0,49.0,1.0,99,99,2,1,5557350047948,,,2000-05-02,Male,,,,51.6,793.0,,,,14.0,,,,,0,22725.0,Medium,False,False,False,False,True,2020-03-08,True,False,78.5,0795845429,,2023-02-27,99.1,,Home,,69.4,0789120987,,2025-05-20,89.0,0735295856,,2021-03-03,54.0,0839867106,,2021-03-06,93.2,,Cell,,92.5,,,,,,Home,2022-07-11,,0723371046,Cell,2021-07-25,Standard Bank,Driver,,,Shoprite,Director,2018-01-22,0784344502
1105127664,1,6637,Oct 2025,4,6619.05,0.428,2832.83,0.428,363.77,6892.41,2916.5,2942.01,0,2,2832.83,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.428,0.428,38,31,953,1,4,1,0.4078,695.79,0.1947,3,73.0,7.0,1,6,5,3,2,0,1,0,23,1,2594.61,1,2275.51,0.877,0,0,0.0,0,36.0,2.0,2,99,1,0,,100.0,Divorced,Unknown,Male,False,,,42.5,,370.0,ThinFile,2.0,0.0,,,,,0,4794.0,Low,False,False,False,False,False,2021-10-17,True,False,69.2,,,2024-09-23,89.8,0810676896,Work,2024-01-01,65.2,,Work,,59.1,,,2023-01-08,79.0,0710898219,Cell,,,0768527326,,2025-03-19,78.5,0737346341,Home,2024-08-03,,0741135941,Cell,2025-09-29,87.0,0838583480,,,Sasol,,2018-03-06,,,Director,2017-03-27,0837474071
1105125451,1,6636,Nov 2025,3,18842.44,0.4619,8702.83,0.4619,390.75,18219.93,8747.98,8644.64,0,1,1316.33,1234.76,2498.09,2380.44,1273.21,0.0,0.0,0.0,0.0,0.1513,0.1419,0.287,0.2735,0.1463,0.0,0.0,0.0,0.0,5,5,0.4619,0.4619,49,63,1896,3,5,1,0.7842,813.05,0.1742,4,43.0,5.0,0,6,3,2,0,1,0,2,22,-1,8962.78,0,0.0,0.0,0,0,0.0,0,27.0,1.0,2,7,99,1,8671468647534,100.0,Widowed,Unknown,Male,False,,,,,500.0,Normal,2.0,10.0,10.0,,,,0,11390.0,Medium,False,False,True,False,True,2024-10-01,False,False,60.5,0837472864,Cell,2020-06-28,,,Home,2025-05-17,,0715358425,Cell,2021-07-28,98.0,0815764585,Cell,,58.6,,Home,,83.9,,,,94.6,0845536594,Work,,87.7,0816604243,Work,2021-11-08,,0798045840,,2025-06-11,,Clerk,,0764455424,Shoprite,Nurse,2021-02-17,
1105079779,1,6638,Oct 2025,3,67060.71,0.9954,66753.26,0.9954,3057.5,68671.71,64352.13,68951.05,0,2,66753.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0.9954,0.9954,9999,0,22,3,1,0,0.6781,984.44,0.3404,9,42.0,8.0,0,0,0,0,0,2,2,0,0,0,0.0,0,0.0,0.0,0,0,0.0,0,57.0,1.0,6,99,2,99,2907480912569,100.0,Widowed,2013-10-29,Female,False,,,51.8,,800.0,Normal,6.0,14.0,4.0,,,,0,5756.0,Medium,False,True,False,False,False,,False,False,97.5,0849032032,Cell,2025-02-07,56.5,0824313864,,2022-08-02,90.1,0761317194,Work,2025-09-27,61.3,,Cell,,54.0,0819422186,Work,2024-04-14,,0821444522,Home,,60.2,0795292574,Home,2023-12-29,85.1,0812528640,Home,,87.0,,Home,2021-03-17,Standard Bank,Driver,2025-05-26,0733565658,,Driver,,
